"","X_WGS84","Y_WGS84","bio3","bio4","bio7","bio11","bio12"
"1077",-176.25,67.750007823,13.6666666666667,8777.33165921133,353.666619728667,-123.666697958667,392.666267693666
"1078",-174.75,67.750007823,14,8099.497793914,319.499929593,-104.500023469,383.49976531
"1079",-165.75,67.750007823,14.3333333333333,9005.66638503867,317.333395917333,-118.333489793333,247.999874832
"1080",-164.25,67.750007823,15.7142723034286,10061.4292553823,352.14289067,-132.285828278,248.999745193714
"1081",-162.75,67.750007823,16.2222065762222,10922.6677253793,378.222310882889,-147.333510654667,239.110933789778
"1082",-161.25,67.750007823,16.4444444444444,11338.5564369469,392.555607708889,-165.999937416,249.221721550222
"1083",-159.75,67.750007823,16.9999947846667,11661.7773814124,398.000041722667,-177.999979138667,254.444095017111
"1084",-158.25,67.750007823,17.5555503402222,12236.5519204682,411.666630159333,-188.555732876889,260.777600456444
"1085",-156.75,67.750007823,18.3333229026667,12953.1066467858,437.777725624444,-211.222357820889,282.777563949111
"1086",-155.25,67.750007823,19.5555451248889,13506.0007457927,466,-247.555414741555,324.888236972222
"1087",-153.75,67.750007823,20.7777621317778,14367.9965996027,498.333208165333,-254.777902945778,328.221643320222
"1088",-152.25,67.750007823,20.8888836735556,14489.6696967753,504.888904534889,-251.111184125778,312.665910443333
"1089",-150.75,67.750007823,21,14140.5552687122,495.111064173111,-237.000239905333,302.332926537333
"1090",-149.25,67.750007823,22.4444496597778,13906.6691387347,496.444491382444,-235.444407937111,291.777490934444
"1091",-147.75,67.750007823,22.5555503402222,14137.5485252862,499.110808621778,-229.778163712445,259.555268712222
"1092",-146.25,67.750007823,20.333328118,14592.997042906,494.777636963778,-236.666551929333,202.555446033555
"1093",-144.75,67.750007823,19.0000052153333,14603.1020729384,485.999655788,-237.777788208444,175.333255103333
"1094",-143.25,67.750007823,19.5555451248889,14080.1006960904,469.555216558889,-229.111257140445,185.444267123111
"1095",-141.75,67.750007823,19.666656236,14012.3251869827,474.221951024889,-226.777840361778,210.110886851778
"1096",-140.25,67.750007823,19.1111058957778,14604.4403869151,498.333182088666,-233.222081408222,245.333093428
"1097",-138.75,67.750007823,18.7777777777778,14180.8795482269,486.444100232444,-219.777876869111,279.555253066222
"1098",-137.25,67.750007823,18,13231.6633288533,453.444329707111,-201.333364625333,302.666270301333
"1099",-135.75,67.750007823,17,13809.6617329613,462.110881636444,-208.222284806222,300.666056472666
"1100",-134.25,67.750007823,17.4444392291111,14744.2180082329,489.999744448667,-214.555539909556,305.554929715555
"1101",-132.75,67.750007823,17.7777725624444,14493.7749875744,481.444246261778,-218.777736055111,278.888398647555
"1102",-131.25,67.750007823,17.333328118,14403.1077420058,477.777553518444,-224.222180499555,243.555127898222
"1103",-129.75,67.750007823,16.999984354,14649.4397089218,484.221977101555,-231.111038096444,229.332921322
"1104",-128.25,67.750007823,16.7777725624444,14620.4397975824,481.999760094667,-234.333229026667,227.110699099778
"1105",-126.75,67.750007823,16.8888784582222,14071.1080184184,463.333129935333,-230.444376645111,230.888523815555
"1106",-125.25,67.750007823,16.3333333333333,13601.7734751278,446.666421546,-226.777741270444,232.888607260889
"1107",-123.75,67.750007823,15.9999895693333,13221.8846748996,437.777563949111,-224.444418367778,231.999791386666
"1108",-122.25,67.750007823,15.9999947846667,12916.3292027893,434.110928574444,-221.222227437556,229.110980727778
"1109",-120.75,67.750007823,15.8888888888889,12720.8831207302,431.222008393555,-219.888909750222,229.444371429778
"1110",-119.25,67.750007823,15.5555451248889,12783.2182064156,431.777579595111,-219.222290021556,232.444507028444
"1111",-117.75,67.750007823,16.3333333333333,12962.7762236084,438.777736055111,-220.888873242889,225.666385038666
"1112",-116.25,67.750007823,16.4444548751111,13111.2202769029,446.333244672667,-221.666671882,235.777480503778
"1113",-114.75,67.750007823,15.49999413275,13131.998732674,443.37494719475,-224.74997066375,235.4998239825
"1114",-113.25,67.750007823,14.999968708,13344.6626612907,444.666525852667,-242.333286395333,213.333036059333
"1115",-111.75,67.750007823,14.6,13694.2008354964,457.6000657132,-245.999906124,177.599577558
"1116",-110.25,67.750007823,14,14077.499100355,472.833348979333,-253.166643197667,172.999780956
"1117",-108.75,67.750007823,13.8,14432.7997840852,487.0000375504,-254.3999812248,160.1998873488
"1118",-107.25,67.750007823,13.125,14580.6243722042,494.1249882655,-260.49999413275,161.49991199125
"1119",-105.75,67.750007823,12.6666666666667,14712.667720164,498.777840361778,-266.666661451333,170.777683901778
"1120",-104.25,67.750007823,12.8571361517143,14782.5713950443,502.714325946857,-269.285741107429,166.857048981143
"1121",-102.75,67.750007823,13,14782.1992865424,505.6,-271.9999718372,157.7997559224
"1122",-101.25,67.750007823,13,14951.1987514492,518.7999812248,-276.9999812248,151.1998873488
"1123",-99.75,67.750007823,13,15356.499475859,541.666697958667,-284.333325510333,153.999882655
"1124",-98.25,67.750007823,13,15705.2857947509,563.14289067,-291.857116035429,156.428397087428
"1125",-96.75,67.750007823,13,15939.2489732312,575.99998239825,-294.75000586725,164.49990025675
"1126",-95.25,67.750007823,13,16059.600093876,582.000046938,-300.5999436744,188.59976531
"1127",-93.75,67.750007823,12.2222274375556,15980.333922666,583.222258729556,-301.666635374667,195.99976531
"1128",-92.25,67.750007823,11.8888888888889,15536.4449711931,569.666692743333,-296.444454875111,213.888737644222
"1129",-90.75,67.750007823,11.7777621317778,15029.8887219982,555.444428798444,-281.777782993111,222.666661451333
"1130",-89.25,67.750007823,11.2222222222222,14573.2210800642,543.777741270444,-270.666619728667,229.999848755333
"1131",-87.75,67.750007823,11.8,14285.6994930696,537.5999718372,-259.6000187752,210.1000375504
"1132",-86.25,67.750007823,11.75000586725,13932.373544922,531.999929593,-251.24992372575,204.1247770445
"1133",-84.75,67.750007823,11.5555503402222,13738.7767503571,526.888753290222,-255.555654646889,246.222430835556
"1134",-83.25,67.750007823,12.3333333333333,13400.0003963653,510.555545124889,-256.666645805333,285.999833109333
"1135",-81.75,67.750007823,13.5,12710.1689040447,477.000062584,-246.333372448333,273.166729250667
"1136",-78.75,67.750007823,NA,NA,NA,NA,NA
"1137",-77.25,67.750007823,13,10472.6685441867,364.333380271333,-212.666744896667,248.999968708
"1138",-75.75,67.750007823,13,10923.3756688665,386.49999413275,-213.5000117345,246.74988852225
"1139",-74.25,67.750007823,13,11919.75,442.5,-211.25,238.5
"1140",-72.75,67.750007823,13,12374.00046938,472.499976531,-208.250046938,240.9998709205
"1141",-71.25,67.750007823,12.9999947846667,12319.2219562402,474.333291610667,-210.555633785556,273.999953062
"1142",-69.75,67.750007823,13,12124.7768911711,457.777704763111,-218.666687528,303.888638552889
"1143",-68.25,67.750007823,12.3333385486667,11864.7781741431,437.666609298,-224.889019272222,330.00023469
"1144",-66.75,67.750007823,11.7777882084445,11449.9990821013,414.444392291111,-224.222133561555,347.332884814666
"1145",-65.25,67.750007823,11.500007823,10880.1655010397,392.666658843667,-223.666478914667,389.332073830333
"1146",-63.75,67.750007823,13.9999061239999,10030.008167212,373.999859186,-176.001736706001,241.005726436003
"1147",-53.25,67.750007823,18.5714352768571,6678.42820263,275.571428571429,-95.8570355702857,395.284151920856
"1148",-51.75,67.750007823,18.000023469,8418.74903190375,329.25000586725,-110.87476531,317.748456913249
"1149",-50.25,67.750007823,18.1111163264444,9899.99872224333,364.888836735556,-135.333223811333,330.777047631111
"1150",-48.75,67.750007823,17.8888784582222,9590.6671882,336.444444444444,-154.555623354889,517.443969849111
"1151",-47.25,67.750007823,16.7777777777778,9059.44487210178,306.333302041333,-174.666760542667,749.999327222
"1152",-45.75,67.750007823,14.8888836735556,8796.44624894978,289.444465305778,-204.777902945778,1051.11055828578
"1153",-44.25,67.750007823,14.2222117915555,8631.33604530667,283.555644216222,-219.66679705,1242.99950975867
"1154",-42.75,67.750007823,13.3333229026667,8506.89319153889,282.777892515111,-230.222378682222,1404.99962971133
"1155",-41.25,67.750007823,12.7777621317778,8431.337959334,281.000130383333,-237.111319724445,1531.55568593889
"1156",-39.75,67.750007823,12.5555451248889,8291.78342076845,277.222352605556,-237.000276412667,1581.44532062045
"1157",-38.25,67.750007823,12.4444340137778,8039.671991522,269.444585258445,-238.555811106889,1634.44506506911
"1158",-36.75,67.750007823,12.2222222222222,7725.670849364,260.444585258445,-240.889008841556,1679.666030396
"1159",-35.25,67.750007823,14.5555399095555,7198.670755488,246.777887299778,-218.111158049111,1499.77638528378
"1160",-33.75,67.750007823,19.749953062,6467.38344884001,228.87514668125,-165.3755515215,1088.1273469
"1161",-32.25,67.750007823,21.9999906124,6164.801736706,217.6000281628,-143.0001314264,878.8007134576
"1162",-30.75,67.750007823,23.3332863953333,5904.67256520867,209.000109522,-129.00046938,863.002096564001
"1163",-29.25,67.750007823,26,5572.66666666667,202,-104,791.333333333333
"1164",-27.75,67.750007823,NA,NA,NA,NA,NA
"1165",12.75,67.750007823,NA,NA,NA,NA,NA
"1166",14.25,67.750007823,27,4547.5,180.5,5.5,1433
"1167",15.75,67.750007823,25.3333333333333,5630.497387118,225.166564967667,-30.6664554456666,1298.000172106
"1168",17.25,67.750007823,23.7777829931111,6639.88230713822,263.777548303111,-66.2221857148889,962.445680478445
"1169",18.75,67.750007823,21.8888993195556,7814.65696093133,306.999634926666,-92.2218049955553,628.998763965999
"1170",20.25,67.750007823,20.7777777777778,8705.99332958866,340.444162816444,-89.7777882084444,533.777949883778
"1171",21.75,67.750007823,20.333328118,9297.33091341866,362.555451248889,-97.7777621317778,514.221940594222
"1172",23.25,67.750007823,20.4444496597778,9567.77834624911,374.777809069778,-99.3334011326667,522.333176873333
"1173",24.75,67.750007823,21,9607.77835146444,380.000067799333,-101.333354194667,539.777240598444
"1174",26.25,67.750007823,21.5555451248889,9505.33466324333,378.555639000889,-99.6667396813334,544.999363729333
"1175",27.75,67.750007823,21.1111163264444,9010.44197237644,357.555487756222,-89.8888836735556,542.332780508
"1176",29.25,67.750007823,20.9999947846667,8260.43892140644,327.999827894,-74.7777829931111,566.888894104222
"1177",30.75,67.750007823,20.2222117915555,8080.32694455,319.666452838,-72.2222795908889,595.000406796
"1178",32.25,67.750007823,19.3333176873333,8406.54889557488,332.444209754444,-80.9998748319999,627.110939005111
"1179",33.75,67.750007823,18.5555346942222,8182.99634405133,323.444340137778,-75.5552843582221,615.776755572444
"1180",35.25,67.750007823,18.666656236,7703.77479460711,306.444402721778,-68.7776161024443,556.332900460666
"1181",36.75,67.750007823,18.9999947846667,7477.88548849155,299.444371429778,-65.1110537424444,544.666624944
"1182",38.25,67.750007823,19.50000586725,7411.997746976,297.87493546025,-69.6249413275,527.24985331875
"1183",39.75,67.750007823,20.6666823126667,7399.66415548367,298.999890478,-73.8332394573333,513.332918714333
"1184",41.25,67.750007823,21.500023469,7336.998427577,299.499953062,-67.999976531,494.74976531
"1185",44.25,67.750007823,24.5,7234.32917149733,310.666471091667,-65.8333098643333,469.666369392666
"1186",45.75,67.750007823,23.8000093876,7572.5976249372,320.599906124,-76.5999718372,464.7997465348
"1187",47.25,67.750007823,NA,NA,NA,NA,NA
"1188",48.75,67.750007823,20.25,9002.996033739,370.9998474515,-98.249929593,464.9994015405
"1189",50.25,67.750007823,19.0000134108572,9158.42462863657,374.142736445143,-100.999986589143,462.428081932285
"1190",51.75,67.750007823,18.0000052153333,9363.77332388311,375.444303630444,-106.888841950889,471.999587988666
"1191",53.25,67.750007823,17.5555503402222,9568.43995404244,376.110954651111,-111.888810658889,480.555091390889
"1192",54.75,67.750007823,17.9999932945714,9782.422757822,382.714091256857,-115.714205249143,503.856546074
"1193",56.25,67.750007823,18.5555607708889,9984.10603659177,391.777621317778,-118.555545124889,494.332978690666
"1194",57.75,67.750007823,19.2222326528889,10421.5516649169,409.888742859555,-125.555508617556,483.888424724222
"1195",59.25,67.750007823,19.4444548751111,10824.7750240818,426.777689117111,-135.333302041333,471.999697510666
"1196",60.75,67.750007823,19.2222274375556,11195.5528070749,438.111058957778,-145.444434013778,471.444032433111
"1197",62.25,67.750007823,18.5555451248889,11552.1080966484,446.555446033555,-154.111126757111,460.221914517555
"1198",63.75,67.750007823,17.8888888888889,11917.4408145724,450.999900908667,-166.777777777778,460.444089801778
"1199",65.25,67.750007823,16.8888941042222,12299.3297243227,456.333223811333,-179.555419956889,459.443667359777
"1200",66.75,67.750007823,16.333343764,12506.7744451798,453.333255103333,-196.999713156667,475.776416575777
"1201",68.25,67.750007823,16.25,12646.3718727557,449.3748943895,-185.49986505325,411.1242137885
"1202",69.75,67.750007823,16.0000052153333,12592.4413778284,440.888800228222,-188.222211791556,393.221846718222
"1203",71.25,67.750007823,16,12529.6642676133,436.555482540889,-194.222217006889,386.333051705333
"1204",72.75,67.750007823,15.7142723034286,12487.7128373417,432.428504374286,-200.357136151714,376.356995337714
"1205",74.25,67.750007823,15,12730.6649925447,441.666557144667,-206.000015646,412.333192519333
"1206",75.75,67.750007823,15,12861.2209131736,444.777709978444,-205.666687528,423.110886851778
"1207",77.25,67.750007823,15,13095.9368487353,452.437453062,-205.8750117345,442.62477117725
"1208",78.75,67.750007823,15.1111058957778,13320.1102557964,459.666588436667,-208.777803854444,461.999760094666
"1209",80.25,67.750007823,15.1111163264444,13487.4437142978,468.444360999111,-210.666697958667,474.999744448666
"1210",81.75,67.750007823,15.5555451248889,13685.5558684756,479.222211791555,-213.000031292,483.777454427111
"1211",83.25,67.750007823,15.5555555555556,13953.1106886691,493.333317687333,-214.555644216222,484.333208165333
"1212",84.75,67.750007823,15.666656236,14212.2228584929,508.333364625333,-218.666755327333,487.999801817333
"1213",86.25,67.750007823,15.8888784582222,14392.7793371624,519.888935826889,-220.666744896667,491.666254655333
"1214",87.75,67.750007823,16,14417.000766654,526,-224.666849203333,496.777741270444
"1215",89.25,67.750007823,16,14488.8880387896,531.888873242889,-234.889092286889,506.444585258445
"1216",90.75,67.750007823,16,14659.6678870547,540.111173695111,-247.888732428889,514.999071670666
"1217",92.25,67.750007823,16,14879.7766929884,548.666604082667,-263.777876869111,523.555477325556
"1218",93.75,67.750007823,16,15103.2222326529,556.444454875111,-285.555409526222,548.110328811111
"1219",95.25,67.750007823,16,15475.3314871053,569.111006804444,-293.222321313556,518.888977549556
"1220",96.75,67.750007823,16,15896.4417533324,580.444340137778,-300.666786619333,484.555795460889
"1221",98.25,67.750007823,16,16315.2197345082,591.222102269555,-307.777829931111,443.888894104222
"1222",99.75,67.750007823,16.4444287984444,16690.6611853513,599.888664629555,-312.555904982889,393.667610642001
"1223",101.25,67.750007823,16.9999895693333,16974.7748676218,606.555419956889,-302.555565986222,305.444350568444
"1224",102.75,67.750007823,17,17026.8861456236,605.555440818222,-303.333322902667,274.777652609778
"1225",104.25,67.750007823,16.9999947846667,16980.2207932209,602.555498186889,-306.333218596,291.999655788
"1226",105.75,67.750007823,16.6666666666667,16999.1097812011,600.666614513333,-306.110918143778,301.110620869778
"1227",107.25,67.750007823,16.2222170068889,17085.1095047884,598.111058957778,-303.333223811333,301.666442407333
"1228",108.75,67.750007823,15.9999947846667,17259.2193955116,594.888784582222,-304.666630159333,309.333255103333
"1229",110.25,67.750007823,15.2222222222222,17505.4414039051,594.111006804444,-308.222211791556,320.111085034444
"1230",111.75,67.750007823,14.6666666666667,17833.5523742022,598.333218596,-313.555482540889,333.888836735556
"1231",113.25,67.750007823,14.1111058957778,18226.662791674,607.444324491778,-326.999817463333,340.110860775111
"1232",114.75,67.750007823,14,18468.996104146,613.222086623555,-335.333166442667,325.333109074
"1233",116.25,67.750007823,14.0000052153333,18383.66358962,610.888774151555,-330.333218596,308.666426761333
"1234",117.75,67.750007823,14.2222170068889,18236.2192286209,605.111006804444,-325.333416778667,304.000104306667
"1235",119.25,67.750007823,14,18172.4425825704,601.555513832889,-322.444491382444,304.888925396222
"1236",120.75,67.750007823,14,18195.9975853007,599.444392291111,-320.777704763111,310.444230615778
"1237",122.25,67.750007823,13.2222222222222,18269.2191190989,599.333244672667,-313.666744896667,307.555706800222
"1238",123.75,67.750007823,13.0000052153333,18376.5517796542,600.777694332444,-313.444444444444,320.111283217111
"1239",125.25,67.750007823,13.666671882,18634.330668298,608.110996373778,-329.666630159333,352.888961903556
"1240",126.75,67.750007823,14.0000052153333,19017.4430050124,617.222143992222,-361.555080960222,405.110047183111
"1241",128.25,67.750007823,14.5555555555556,19454.2175910062,627.222013608889,-389.333771421334,428.890458704223
"1242",129.75,67.750007823,15.0000052153333,20032.2189939309,641.999874832,-393.555383449555,374.555263496889
"1243",131.25,67.750007823,15.8888888888889,20695.9952957693,659.666494560666,-385.777861223111,289.444741718445
"1244",132.75,67.750007823,16.1111111111111,21292.8839499682,674.999807032667,-387.555425172222,234.777678686444
"1245",134.25,67.750007823,16.6666666666667,21069.328759486,668.66648413,-386.666452838,238.110871205778
"1246",135.75,67.750007823,17.0000052153333,20284.7728388571,647.444267123111,-368.333317687333,247.111309293778
"1247",137.25,67.750007823,17.5555659862222,19575.4391091584,628.333176873333,-366.222279590889,278.555800676222
"1248",138.75,67.750007823,17.8888941042222,19027.1058123324,614.888685490889,-377.222248298889,321.555738092222
"1249",140.25,67.750007823,18,18678.3267150753,609.888675060222,-358.222138776889,282.444298415111
"1250",141.75,67.750007823,18,18428.8808781369,609.999734018,-344.444194108444,256.110782545111
"1251",143.25,67.750007823,17.4444444444444,18122.7694280291,608.777511795778,-328.332879599333,244.665973027333
"1252",144.75,67.750007823,16.6666666666667,17811.2148894636,603.888685490889,-311.777527441778,252.999744448667
"1253",146.25,67.750007823,15.8888888888889,17589.2166626769,598.333166442667,-301.777699547778,259.888909750222
"1254",147.75,67.750007823,15.1111058957778,17547.5510182156,594.666551929333,-309.444267123111,281.333098643333
"1255",149.25,67.750007823,15,17629.2177318202,592.888774151555,-302.888821089556,270.444366214444
"1256",150.75,67.750007823,15.6666666666667,17740.662525692,591.888716782889,-297.777730839778,255.111006804444
"1257",152.25,67.750007823,16,17810.2169599509,588.999801817333,-299.222159638222,241.999833109333
"1258",153.75,67.750007823,16.5555555555556,17727.3287855627,584.110944220444,-299.555519048222,226.444314061111
"1259",155.25,67.750007823,16.8888941042222,17568.329510494,579.777626533111,-298.555477325556,221.888602045555
"1260",156.75,67.750007823,16.666671882,17366.3293175267,575.444287984444,-297.222185714889,228.333025628666
"1261",158.25,67.750007823,16.6666666666667,17185.4391717424,574.444251477111,-293.666703174,232.777631748444
"1262",159.75,67.750007823,16.4444653057778,16685.1046649591,566.666447622667,-290.222086623555,239.999504543333
"1263",161.25,67.750007823,17.1111215417778,15729.9935747093,548.888690706222,-268.555446033555,211.110704315111
"1264",162.75,67.750007823,17.333343764,15144.2173354549,541.333119504667,-261.555670292889,210.333343764
"1265",164.25,67.750007823,17.3333385486667,15192.4408771564,548.666504991333,-266.000046938,227.555373018889
"1266",165.75,67.750007823,16.8888941042222,15663.2210696336,565.555477325555,-285.666551929333,276.999196838666
"1267",167.25,67.750007823,16.1111163264444,16369.6636000507,589.666531068,-291.555910198222,283.778163712445
"1268",168.75,67.750007823,16.2222222222222,16567.4427546764,598.99992177,-293.666666666667,289.332869168666
"1269",170.25,67.750007823,16.9999791386667,15947.7777517011,587.444418367778,-276.444486167111,292.888502954222
"1270",171.75,67.750007823,16.4444392291111,15180.2230983982,569.555539909555,-260.777610887111,291.443432669777
"1271",173.25,67.750007823,15.9999895693333,14429.2236877309,552.777819500444,-249.333448070667,290.444162816444
"1272",174.75,67.750007823,15.1111058957778,13755.0011004353,536.444496597778,-245.666802265333,310.777553518444
"1273",176.25,67.750007823,14.3333229026667,13084.4452215291,516.000031292,-239.111314509111,335.444371429778
"1274",177.75,67.750007823,13.3333385486667,12377.4452997591,491.333354194667,-243.000135598667,406.444136739778
"1275",179.25,67.750007823,13.1111163264444,11536.7790763958,459.111147618444,-219.222269160222,406.332827446
"1276",-179.25,66.250007823,14.1428571428571,10621.7179133511,423.142971135143,-164.285586882571,424.142374352
"1277",-177.75,66.250007823,14.333328118,9576.78132941978,384.222383897556,-136.777949883778,464.333036059333
"1278",-176.25,66.250007823,14.6666666666667,8793.66875801533,349.000062584,-119.777725624444,477.999322006666
"1279",-174.75,66.250007823,15.6249882655,8369.37464209775,323.37502933625,-103.62511147775,470.99954822175
"1280",-173.25,66.250007823,15.6666510206667,8134.44237917244,312.111017235111,-96.2224099742223,415.443839465777
"1281",-171.75,66.250007823,15.2499882655,8234.1230168695,321.4998474515,-109.2501056105,350.749460213
"1282",-170.25,66.250007823,15,8481.66694829467,328.666619728667,-114.000203398,346.999859186
"1283",-167.25,66.250007823,16,7889.002065272,283.000046938,-83.000023469,401.999647965
"1284",-165.75,66.250007823,17.3999906124,8418.8024220008,300.0000657132,-84.6000751008,363.9996432712
"1285",-164.25,66.250007823,18.3333176873333,9418.58754210734,326.333450678333,-99.5832942183333,337.832817015333
"1286",-162.75,66.250007823,17.75,10529.2544239065,361.0000586725,-121.7499178585,330.2492841955
"1287",-161.25,66.250007823,18.25,11179.377065272,373.25007627425,-133.75000586725,300.12472423925
"1288",-159.75,66.250007823,18.666656236,11666.5571045096,383.777835146444,-149.666781404,293.777600456444
"1289",-158.25,66.250007823,18.3333333333333,12457.7794206078,411.000062584,-172.666614513333,306.555138328889
"1290",-156.75,66.250007823,18.9999947846667,13370.7790972571,443.888951472889,-192.333302041333,329.999624496
"1291",-155.25,66.250007823,20.3333385486667,14158.5524889396,475.222117915555,-206.111387523778,376.777652609778
"1292",-153.75,66.250007823,21.9999947846667,14728.5565881916,504.222310882889,-219.444632196445,425.666244224666
"1293",-152.25,66.250007823,21.8888993195556,14648.002847572,507.444611335111,-212.888972334222,370.444235831111
"1294",-150.75,66.250007823,21.5555451248889,14073.4508071511,491.222482988889,-202.666578006,355.444256692444
"1295",-149.25,66.250007823,22.1111163264444,14267.1099689531,503.777798639111,-200.777934237778,321.444402721778
"1296",-147.75,66.250007823,20.8889045348889,14608.666765758,506.666765758,-201.777902945778,295.222091838889
"1297",-146.25,66.250007823,19.7777777777778,15320.2256747729,521.000135598667,-213.888941042222,251.110845129111
"1298",-144.75,66.250007823,19.8888784582222,15635.4493155658,528.444527889778,-224.777746485778,212.222097054222
"1299",-143.25,66.250007823,20.8888732428889,14972.5550027302,512.666557144667,-220.111090249778,219.222117915555
"1300",-141.75,66.250007823,21.333328118,14638.8882474029,507.444308845778,-219.666770973333,252.110897282444
"1301",-140.25,66.250007823,20.7777725624444,14765.2240684502,512.555592062889,-234.333385486667,292.888654198889
"1302",-138.75,66.250007823,20.8888836735556,14730.2251897469,512.111194556445,-225.888815874222,342.777569164444
"1303",-137.25,66.250007823,19.666656236,13458.6679600693,470.333286395333,-185.222237868222,368.333041274666
"1304",-135.75,66.250007823,18.333328118,13538.2229993069,475.555456464222,-190.222295236889,372.110970297111
"1305",-134.25,66.250007823,18.5555399095555,14446.1197372724,505.666812696,-208.555607708889,371.777730839778
"1306",-132.75,66.250007823,18.999984354,14496.7834364144,505.333395917333,-212.666677097333,340.777626533111
"1307",-131.25,66.250007823,18.7777673471111,14689.3366189933,509.333317687333,-220.222217006889,316.888565538222
"1308",-129.75,66.250007823,18.3333229026667,15305.5540326782,525.555399095555,-229.444517459111,307.555148759555
"1309",-128.25,66.250007823,17.9999895693333,15452.6680591607,527.333255103333,-234.888941042222,303.666233794
"1310",-126.75,66.250007823,18.5555346942222,14641.8871886902,500.777626533111,-224.666729250667,292.444053294444
"1311",-125.25,66.250007823,17,14373.9956399813,487.110928574444,-226.666682312667,281.333072566666
"1312",-123.75,66.250007823,16,14136.328540442,479.999812248,-224.666697958667,264.888706352222
"1313",-122.25,66.250007823,16,13842.1083104771,474.222065762222,-222.222159638222,252.333119504667
"1314",-120.75,66.250007823,16,13733.8846383922,471.888732428889,-215.333333333333,238.555466894889
"1315",-119.25,66.250007823,15.5555503402222,13663.4411796458,469.110959866444,-214.777772562444,234.222107484889
"1316",-117.75,66.250007823,15,13721.8823436455,469.555258281555,-217.000088660667,237.444679134445
"1317",-116.25,66.250007823,15.5555555555556,13743.5494849075,472.333072566666,-225.666750112,258.777965529778
"1318",-114.75,66.250007823,15.1111058957778,13715.6627238747,469.666468484,-232.777751701111,258.555461679555
"1319",-113.25,66.250007823,14.8888941042222,13729.5522751109,464.777621317778,-241.555555555556,238.333119504667
"1320",-111.75,66.250007823,15.1111111111111,13917.4427077384,467.222138776889,-250.66664059,231.888508169555
"1321",-110.25,66.250007823,15.2222117915555,14255.3310959553,478.555446033555,-256.777803854444,223.666504991333
"1322",-108.75,66.250007823,14.666671882,14456.3335993153,485.777772562444,-258.222164853556,213.999509758666
"1323",-107.25,66.250007823,14.12499413275,14637.25023469,492.87499413275,-259.00000586725,203.49980638075
"1324",-105.75,66.250007823,13.7777725624444,14705.8884090782,495.111105895778,-264.222263944889,205.555430387555
"1325",-104.25,66.250007823,13.6666614513333,14760.333015198,498.555524263556,-267.777793423778,201.333135150667
"1326",-102.75,66.250007823,13.6666614513333,14857.8884090782,505.444449659778,-270.666697958667,187.999817463333
"1327",-101.25,66.250007823,13.6666666666667,15078.3329891213,518.444475736444,-276.444465305778,183.333129935333
"1328",-99.75,66.250007823,13.5555503402222,15422.7770841384,538.777746485778,-284.333343764,186.444246261778
"1329",-98.25,66.250007823,13.6666666666667,15801.6663224547,558.777814285111,-291.000005215333,192.777590025778
"1330",-96.75,66.250007823,13.4444496597778,16061.1106886691,574.222263944889,-295.444449659778,202.666437192
"1331",-95.25,66.250007823,12.9999947846667,16077.3330360593,579.444439229111,-300.222222222222,218.444214969778
"1332",-93.75,66.250007823,12.6666666666667,15827.001314264,573.666713604667,-301.333343764,234.110834698444
"1333",-92.25,66.250007823,12,15453.4451172224,564.333343764,-292.333401132667,233.222159638222
"1334",-90.75,66.250007823,11.8888941042222,14982.0003494273,551.222248298889,-281.666682312667,240.333234242
"1335",-89.25,66.250007823,12.0555503402222,14617.0564473776,543.888920180889,-270.611147618444,240.944434013778
"1336",-87.75,66.250007823,12.4444287984444,14306.1109598664,540.444470521111,-258.555529478889,226.999812248
"1337",-86.25,66.250007823,12.9999865891428,14045.7142790089,541.857149562571,-244.428604955714,206.714258892571
"1338",-84.75,66.250007823,13.1428638482857,13838.7135347063,542.571408455143,-243.285647231429,230.999604379714
"1339",-83.25,66.250007823,13.6666666666667,13209.001541131,513.666690135667,-241.000093876,254.000148637
"1340",-81.75,66.250007823,14,12416.005679498,470.000187752,-234.000328566,246.001032636001
"1341",-74.25,66.250007823,12.500023469,11625.001056105,447.500023469,-195.000046938,298.999953062
"1342",-72.75,66.250007823,12.875,12046.252041803,468.125046938,-198.87504107075,302.87475944275
"1343",-71.25,66.250007823,13,12161.2232183509,472.777798639111,-201.444444444444,304.221878010222
"1344",-69.75,66.250007823,13,12019.3349813787,461.333375056,-205.555623354889,319.555419956889
"1345",-68.25,66.250007823,13,11756.5563795782,442.777788208444,-206.666708389333,332.555393880222
"1346",-66.75,66.250007823,12.8333098643333,11338.3354142513,422.666635374667,-203.000273805,325.000758831
"1347",-65.25,66.250007823,11.749976531,10567.0035379518,388.375046938,-211.37527576075,421.75058085775
"1348",-63.75,66.250007823,12.999984354,9573.78301918778,354.666770973333,-194.666958725333,449.778393187111
"1349",-62.25,66.250007823,16.6666275516666,8883.67170467867,336.000086053,-168.500297274,467.000336389
"1350",-60.75,66.250007823,NA,NA,NA,NA,NA
"1351",-53.25,66.250007823,20.1999436744,6393.007791708,264.200187752,-75.0006101940003,515.201699155601
"1352",-51.75,66.250007823,17.4444809517778,7999.78250808511,313.444726072445,-118.777297967111,601.328201445331
"1353",-50.25,66.250007823,18.6666353746666,9116.45361300045,344.000208613333,-125.111434461778,516.777558733778
"1354",-48.75,66.250007823,17.6666770973333,9018.89384345556,319.555691154222,-146.555618139556,734.998623151999
