species,x,y
VulpesVulpes,27.75,64.750007823
VulpesVulpes,29.25,64.750007823
VulpesVulpes,30.75,64.750007823
VulpesVulpes,32.25,64.750007823
VulpesVulpes,33.75,64.750007823
VulpesVulpes,35.25,64.750007823
VulpesVulpes,36.75,64.750007823
VulpesVulpes,38.25,64.750007823
VulpesVulpes,39.75,64.750007823
VulpesVulpes,41.25,64.750007823
VulpesVulpes,42.75,64.750007823
VulpesVulpes,44.25,64.750007823
VulpesVulpes,45.75,64.750007823
VulpesVulpes,47.25,64.750007823
VulpesVulpes,48.75,64.750007823
VulpesVulpes,50.25,64.750007823
VulpesVulpes,51.75,64.750007823
VulpesVulpes,53.25,64.750007823
VulpesVulpes,54.75,64.750007823
VulpesVulpes,56.25,64.750007823
VulpesVulpes,57.75,64.750007823
VulpesVulpes,59.25,64.750007823
VulpesVulpes,60.75,64.750007823
VulpesVulpes,62.25,64.750007823
VulpesVulpes,63.75,64.750007823
VulpesVulpes,65.25,64.750007823
VulpesVulpes,66.75,64.750007823
VulpesVulpes,68.25,64.750007823
VulpesVulpes,69.75,64.750007823
VulpesVulpes,71.25,64.750007823
VulpesVulpes,72.75,64.750007823
VulpesVulpes,74.25,64.750007823
VulpesVulpes,75.75,64.750007823
VulpesVulpes,77.25,64.750007823
VulpesVulpes,78.75,64.750007823
VulpesVulpes,80.25,64.750007823
VulpesVulpes,81.75,64.750007823
VulpesVulpes,83.25,64.750007823
VulpesVulpes,84.75,64.750007823
VulpesVulpes,86.25,64.750007823
VulpesVulpes,87.75,64.750007823
VulpesVulpes,89.25,64.750007823
VulpesVulpes,90.75,64.750007823
VulpesVulpes,92.25,64.750007823
VulpesVulpes,93.75,64.750007823
VulpesVulpes,95.25,64.750007823
VulpesVulpes,96.75,64.750007823
VulpesVulpes,98.25,64.750007823
VulpesVulpes,99.75,64.750007823
VulpesVulpes,101.25,64.750007823
VulpesVulpes,102.75,64.750007823
VulpesVulpes,104.25,64.750007823
VulpesVulpes,105.75,64.750007823
VulpesVulpes,107.25,64.750007823
VulpesVulpes,108.75,64.750007823
VulpesVulpes,110.25,64.750007823
VulpesVulpes,111.75,64.750007823
VulpesVulpes,113.25,64.750007823
VulpesVulpes,114.75,64.750007823
VulpesVulpes,116.25,64.750007823
VulpesVulpes,117.75,64.750007823
VulpesVulpes,119.25,64.750007823
VulpesVulpes,120.75,64.750007823
VulpesVulpes,122.25,64.750007823
VulpesVulpes,123.75,64.750007823
VulpesVulpes,125.25,64.750007823
VulpesVulpes,126.75,64.750007823
VulpesVulpes,128.25,64.750007823
VulpesVulpes,129.75,64.750007823
VulpesVulpes,131.25,64.750007823
VulpesVulpes,132.75,64.750007823
VulpesVulpes,134.25,64.750007823
VulpesVulpes,135.75,64.750007823
VulpesVulpes,137.25,64.750007823
VulpesVulpes,138.75,64.750007823
VulpesVulpes,140.25,64.750007823
VulpesVulpes,141.75,64.750007823
VulpesVulpes,143.25,64.750007823
VulpesVulpes,144.75,64.750007823
VulpesVulpes,146.25,64.750007823
VulpesVulpes,147.75,64.750007823
VulpesVulpes,149.25,64.750007823
VulpesVulpes,150.75,64.750007823
VulpesVulpes,152.25,64.750007823
VulpesVulpes,153.75,64.750007823
VulpesVulpes,155.25,64.750007823
VulpesVulpes,156.75,64.750007823
VulpesVulpes,158.25,64.750007823
VulpesVulpes,159.75,64.750007823
VulpesVulpes,161.25,64.750007823
VulpesVulpes,162.75,64.750007823
VulpesVulpes,164.25,64.750007823
VulpesVulpes,165.75,64.750007823
VulpesVulpes,167.25,64.750007823
VulpesVulpes,168.75,64.750007823
VulpesVulpes,170.25,64.750007823
VulpesVulpes,171.75,64.750007823
VulpesVulpes,173.25,64.750007823
VulpesVulpes,174.75,64.750007823
VulpesVulpes,176.25,64.750007823
VulpesVulpes,177.75,64.750007823
VulpesVulpes,179.25,64.750007823
VulpesVulpes,-164.25,63.250007823
VulpesVulpes,-162.75,63.250007823
VulpesVulpes,-161.25,63.250007823
VulpesVulpes,-159.75,63.250007823
VulpesVulpes,-158.25,63.250007823
VulpesVulpes,-156.75,63.250007823
VulpesVulpes,-155.25,63.250007823
VulpesVulpes,-153.75,63.250007823
VulpesVulpes,-152.25,63.250007823
VulpesVulpes,-150.75,63.250007823
VulpesVulpes,-149.25,63.250007823
VulpesVulpes,-147.75,63.250007823
VulpesVulpes,-146.25,63.250007823
VulpesVulpes,-144.75,63.250007823
VulpesVulpes,-143.25,63.250007823
VulpesVulpes,-141.75,63.250007823
VulpesVulpes,-140.25,63.250007823
VulpesVulpes,-138.75,63.250007823
VulpesVulpes,-137.25,63.250007823
VulpesVulpes,-135.75,63.250007823
VulpesVulpes,-134.25,63.250007823
VulpesVulpes,-132.75,63.250007823
VulpesVulpes,-131.25,63.250007823
VulpesVulpes,-129.75,63.250007823
VulpesVulpes,-128.25,63.250007823
VulpesVulpes,-126.75,63.250007823
VulpesVulpes,-125.25,63.250007823
VulpesVulpes,-123.75,63.250007823
VulpesVulpes,-122.25,63.250007823
VulpesVulpes,-120.75,63.250007823
VulpesVulpes,-119.25,63.250007823
VulpesVulpes,-117.75,63.250007823
VulpesVulpes,-116.25,63.250007823
VulpesVulpes,-114.75,63.250007823
VulpesVulpes,-113.25,63.250007823
VulpesVulpes,-111.75,63.250007823
VulpesVulpes,-110.25,63.250007823
VulpesVulpes,-108.75,63.250007823
VulpesVulpes,-107.25,63.250007823
VulpesVulpes,-105.75,63.250007823
VulpesVulpes,-104.25,63.250007823
VulpesVulpes,-102.75,63.250007823
VulpesVulpes,-101.25,63.250007823
VulpesVulpes,-99.75,63.250007823
VulpesVulpes,-98.25,63.250007823
VulpesVulpes,-96.75,63.250007823
VulpesVulpes,-95.25,63.250007823
VulpesVulpes,-93.75,63.250007823
VulpesVulpes,-92.25,63.250007823
VulpesVulpes,-90.75,63.250007823
VulpesVulpes,-71.25,63.250007823
VulpesVulpes,-69.75,63.250007823
VulpesVulpes,-68.25,63.250007823
VulpesVulpes,-66.75,63.250007823
VulpesVulpes,-65.25,63.250007823
VulpesVulpes,6.75,63.250007823
VulpesVulpes,8.25,63.250007823
VulpesVulpes,9.75,63.250007823
VulpesVulpes,11.25,63.250007823
VulpesVulpes,12.75,63.250007823
VulpesVulpes,14.25,63.250007823
VulpesVulpes,15.75,63.250007823
VulpesVulpes,17.25,63.250007823
VulpesVulpes,18.75,63.250007823
VulpesVulpes,20.25,63.250007823
VulpesVulpes,21.75,63.250007823
VulpesVulpes,23.25,63.250007823
VulpesVulpes,24.75,63.250007823
VulpesVulpes,26.25,63.250007823
VulpesVulpes,27.75,63.250007823
VulpesVulpes,29.25,63.250007823
VulpesVulpes,30.75,63.250007823
VulpesVulpes,32.25,63.250007823
VulpesVulpes,33.75,63.250007823
VulpesVulpes,35.25,63.250007823
VulpesVulpes,36.75,63.250007823
VulpesVulpes,38.25,63.250007823
VulpesVulpes,39.75,63.250007823
VulpesVulpes,41.25,63.250007823
VulpesVulpes,42.75,63.250007823
VulpesVulpes,44.25,63.250007823
VulpesVulpes,45.75,63.250007823
VulpesVulpes,47.25,63.250007823
VulpesVulpes,48.75,63.250007823
VulpesVulpes,50.25,63.250007823
VulpesVulpes,51.75,63.250007823
VulpesVulpes,53.25,63.250007823
VulpesVulpes,54.75,63.250007823
VulpesVulpes,56.25,63.250007823
VulpesVulpes,57.75,63.250007823
VulpesVulpes,59.25,63.250007823
VulpesVulpes,60.75,63.250007823
VulpesVulpes,62.25,63.250007823
VulpesVulpes,63.75,63.250007823
VulpesVulpes,65.25,63.250007823
VulpesVulpes,66.75,63.250007823
VulpesVulpes,68.25,63.250007823
VulpesVulpes,69.75,63.250007823
VulpesVulpes,71.25,63.250007823
VulpesVulpes,72.75,63.250007823
VulpesVulpes,74.25,63.250007823
VulpesVulpes,75.75,63.250007823
VulpesVulpes,77.25,63.250007823
VulpesVulpes,78.75,63.250007823
VulpesVulpes,80.25,63.250007823
VulpesVulpes,81.75,63.250007823
VulpesVulpes,83.25,63.250007823
VulpesVulpes,84.75,63.250007823
VulpesVulpes,86.25,63.250007823
VulpesVulpes,87.75,63.250007823
VulpesVulpes,89.25,63.250007823
VulpesVulpes,90.75,63.250007823
VulpesVulpes,92.25,63.250007823
VulpesVulpes,93.75,63.250007823
VulpesVulpes,95.25,63.250007823
VulpesVulpes,96.75,63.250007823
VulpesVulpes,98.25,63.250007823
VulpesVulpes,99.75,63.250007823
VulpesVulpes,101.25,63.250007823
VulpesVulpes,102.75,63.250007823
VulpesVulpes,104.25,63.250007823
VulpesVulpes,105.75,63.250007823
VulpesVulpes,107.25,63.250007823
VulpesVulpes,108.75,63.250007823
VulpesVulpes,110.25,63.250007823
VulpesVulpes,111.75,63.250007823
VulpesVulpes,113.25,63.250007823
VulpesVulpes,114.75,63.250007823
VulpesVulpes,116.25,63.250007823
VulpesVulpes,117.75,63.250007823
VulpesVulpes,119.25,63.250007823
VulpesVulpes,120.75,63.250007823
VulpesVulpes,122.25,63.250007823
VulpesVulpes,123.75,63.250007823
VulpesVulpes,125.25,63.250007823
VulpesVulpes,126.75,63.250007823
VulpesVulpes,128.25,63.250007823
VulpesVulpes,129.75,63.250007823
VulpesVulpes,131.25,63.250007823
VulpesVulpes,132.75,63.250007823
VulpesVulpes,134.25,63.250007823
VulpesVulpes,135.75,63.250007823
VulpesVulpes,137.25,63.250007823
VulpesVulpes,138.75,63.250007823
VulpesVulpes,140.25,63.250007823
VulpesVulpes,141.75,63.250007823
VulpesVulpes,143.25,63.250007823
VulpesVulpes,144.75,63.250007823
VulpesVulpes,146.25,63.250007823
VulpesVulpes,147.75,63.250007823
VulpesVulpes,149.25,63.250007823
VulpesVulpes,150.75,63.250007823
VulpesVulpes,152.25,63.250007823
VulpesVulpes,153.75,63.250007823
VulpesVulpes,155.25,63.250007823
VulpesVulpes,156.75,63.250007823
VulpesVulpes,158.25,63.250007823
VulpesVulpes,159.75,63.250007823
VulpesVulpes,161.25,63.250007823
VulpesVulpes,162.75,63.250007823
VulpesVulpes,164.25,63.250007823
VulpesVulpes,165.75,63.250007823
VulpesVulpes,167.25,63.250007823
VulpesVulpes,168.75,63.250007823
VulpesVulpes,170.25,63.250007823
VulpesVulpes,171.75,63.250007823
VulpesVulpes,173.25,63.250007823
VulpesVulpes,174.75,63.250007823
VulpesVulpes,176.25,63.250007823
VulpesVulpes,177.75,63.250007823
VulpesVulpes,179.25,63.250007823
VulpesVulpes,-165.75,61.750007823
VulpesVulpes,-164.25,61.750007823
VulpesVulpes,-162.75,61.750007823
VulpesVulpes,-161.25,61.750007823
VulpesVulpes,-159.75,61.750007823
VulpesVulpes,-158.25,61.750007823
VulpesVulpes,-156.75,61.750007823
VulpesVulpes,-155.25,61.750007823
VulpesVulpes,-153.75,61.750007823
VulpesVulpes,-152.25,61.750007823
VulpesVulpes,-150.75,61.750007823
VulpesVulpes,-149.25,61.750007823
VulpesVulpes,-147.75,61.750007823
VulpesVulpes,-146.25,61.750007823
VulpesVulpes,-144.75,61.750007823
VulpesVulpes,-143.25,61.750007823
VulpesVulpes,-141.75,61.750007823
VulpesVulpes,-140.25,61.750007823
VulpesVulpes,-138.75,61.750007823
VulpesVulpes,-137.25,61.750007823
VulpesVulpes,-135.75,61.750007823
VulpesVulpes,-134.25,61.750007823
VulpesVulpes,-132.75,61.750007823
VulpesVulpes,-131.25,61.750007823
VulpesVulpes,-129.75,61.750007823
VulpesVulpes,-128.25,61.750007823
VulpesVulpes,-126.75,61.750007823
VulpesVulpes,-125.25,61.750007823
VulpesVulpes,-123.75,61.750007823
VulpesVulpes,-122.25,61.750007823
VulpesVulpes,-120.75,61.750007823
VulpesVulpes,-119.25,61.750007823
VulpesVulpes,-117.75,61.750007823
VulpesVulpes,-116.25,61.750007823
VulpesVulpes,-114.75,61.750007823
VulpesVulpes,-113.25,61.750007823
VulpesVulpes,-111.75,61.750007823
VulpesVulpes,-110.25,61.750007823
VulpesVulpes,-108.75,61.750007823
VulpesVulpes,-107.25,61.750007823
VulpesVulpes,-105.75,61.750007823
VulpesVulpes,-104.25,61.750007823
VulpesVulpes,-102.75,61.750007823
VulpesVulpes,-101.25,61.750007823
VulpesVulpes,-99.75,61.750007823
VulpesVulpes,-98.25,61.750007823
VulpesVulpes,-96.75,61.750007823
VulpesVulpes,-95.25,61.750007823
VulpesVulpes,-93.75,61.750007823
VulpesVulpes,-77.25,61.750007823
VulpesVulpes,-75.75,61.750007823
VulpesVulpes,-74.25,61.750007823
VulpesVulpes,-72.75,61.750007823
VulpesVulpes,-71.25,61.750007823
VulpesVulpes,-68.25,61.750007823
VulpesVulpes,-66.75,61.750007823
VulpesVulpes,5.25,61.750007823
VulpesVulpes,6.75,61.750007823
VulpesVulpes,8.25,61.750007823
VulpesVulpes,9.75,61.750007823
VulpesVulpes,11.25,61.750007823
VulpesVulpes,12.75,61.750007823
VulpesVulpes,14.25,61.750007823
VulpesVulpes,15.75,61.750007823
VulpesVulpes,17.25,61.750007823
VulpesVulpes,21.75,61.750007823
VulpesVulpes,23.25,61.750007823
VulpesVulpes,24.75,61.750007823
VulpesVulpes,26.25,61.750007823
VulpesVulpes,27.75,61.750007823
VulpesVulpes,29.25,61.750007823
VulpesVulpes,30.75,61.750007823
VulpesVulpes,32.25,61.750007823
VulpesVulpes,33.75,61.750007823
VulpesVulpes,35.25,61.750007823
VulpesVulpes,36.75,61.750007823
VulpesVulpes,38.25,61.750007823
VulpesVulpes,39.75,61.750007823
VulpesVulpes,41.25,61.750007823
VulpesVulpes,42.75,61.750007823
VulpesVulpes,44.25,61.750007823
VulpesVulpes,45.75,61.750007823
VulpesVulpes,47.25,61.750007823
VulpesVulpes,48.75,61.750007823
VulpesVulpes,50.25,61.750007823
VulpesVulpes,51.75,61.750007823
VulpesVulpes,53.25,61.750007823
VulpesVulpes,54.75,61.750007823
VulpesVulpes,56.25,61.750007823
VulpesVulpes,57.75,61.750007823
VulpesVulpes,59.25,61.750007823
VulpesVulpes,60.75,61.750007823
VulpesVulpes,62.25,61.750007823
VulpesVulpes,63.75,61.750007823
VulpesVulpes,65.25,61.750007823
VulpesVulpes,66.75,61.750007823
VulpesVulpes,68.25,61.750007823
VulpesVulpes,69.75,61.750007823
VulpesVulpes,71.25,61.750007823
VulpesVulpes,72.75,61.750007823
VulpesVulpes,74.25,61.750007823
VulpesVulpes,75.75,61.750007823
VulpesVulpes,77.25,61.750007823
VulpesVulpes,78.75,61.750007823
VulpesVulpes,80.25,61.750007823
VulpesVulpes,81.75,61.750007823
VulpesVulpes,83.25,61.750007823
VulpesVulpes,84.75,61.750007823
VulpesVulpes,86.25,61.750007823
VulpesVulpes,87.75,61.750007823
VulpesVulpes,89.25,61.750007823
VulpesVulpes,90.75,61.750007823
VulpesVulpes,92.25,61.750007823
VulpesVulpes,93.75,61.750007823
VulpesVulpes,95.25,61.750007823
VulpesVulpes,96.75,61.750007823
VulpesVulpes,98.25,61.750007823
VulpesVulpes,99.75,61.750007823
VulpesVulpes,101.25,61.750007823
VulpesVulpes,102.75,61.750007823
VulpesVulpes,104.25,61.750007823
VulpesVulpes,105.75,61.750007823
VulpesVulpes,107.25,61.750007823
VulpesVulpes,108.75,61.750007823
VulpesVulpes,110.25,61.750007823
VulpesVulpes,111.75,61.750007823
VulpesVulpes,113.25,61.750007823
VulpesVulpes,114.75,61.750007823
VulpesVulpes,116.25,61.750007823
VulpesVulpes,117.75,61.750007823
VulpesVulpes,119.25,61.750007823
VulpesVulpes,120.75,61.750007823
VulpesVulpes,122.25,61.750007823
VulpesVulpes,123.75,61.750007823
VulpesVulpes,125.25,61.750007823
VulpesVulpes,126.75,61.750007823
VulpesVulpes,128.25,61.750007823
VulpesVulpes,129.75,61.750007823
VulpesVulpes,131.25,61.750007823
VulpesVulpes,132.75,61.750007823
VulpesVulpes,134.25,61.750007823
VulpesVulpes,135.75,61.750007823
VulpesVulpes,137.25,61.750007823
VulpesVulpes,138.75,61.750007823
VulpesVulpes,140.25,61.750007823
VulpesVulpes,141.75,61.750007823
VulpesVulpes,143.25,61.750007823
VulpesVulpes,144.75,61.750007823
VulpesVulpes,146.25,61.750007823
VulpesVulpes,147.75,61.750007823
VulpesVulpes,149.25,61.750007823
VulpesVulpes,150.75,61.750007823
VulpesVulpes,152.25,61.750007823
VulpesVulpes,153.75,61.750007823
VulpesVulpes,155.25,61.750007823
VulpesVulpes,156.75,61.750007823
VulpesVulpes,158.25,61.750007823
VulpesVulpes,159.75,61.750007823
VulpesVulpes,161.25,61.750007823
VulpesVulpes,162.75,61.750007823
VulpesVulpes,164.25,61.750007823
VulpesVulpes,165.75,61.750007823
VulpesVulpes,167.25,61.750007823
VulpesVulpes,168.75,61.750007823
VulpesVulpes,170.25,61.750007823
VulpesVulpes,171.75,61.750007823
VulpesVulpes,173.25,61.750007823
VulpesVulpes,174.75,61.750007823
VulpesVulpes,176.25,61.750007823
VulpesVulpes,-164.25,60.250007823
VulpesVulpes,-162.75,60.250007823
VulpesVulpes,-161.25,60.250007823
VulpesVulpes,-159.75,60.250007823
VulpesVulpes,-158.25,60.250007823
VulpesVulpes,-156.75,60.250007823
VulpesVulpes,-155.25,60.250007823
VulpesVulpes,-153.75,60.250007823
VulpesVulpes,-152.25,60.250007823
VulpesVulpes,-150.75,60.250007823
VulpesVulpes,-149.25,60.250007823
VulpesVulpes,-147.75,60.250007823
VulpesVulpes,-146.25,60.250007823
VulpesVulpes,-144.75,60.250007823
VulpesVulpes,-143.25,60.250007823
VulpesVulpes,-141.75,60.250007823
VulpesVulpes,-140.25,60.250007823
VulpesVulpes,-138.75,60.250007823
VulpesVulpes,-137.25,60.250007823
VulpesVulpes,-135.75,60.250007823
VulpesVulpes,-134.25,60.250007823
VulpesVulpes,-132.75,60.250007823
VulpesVulpes,-131.25,60.250007823
VulpesVulpes,-129.75,60.250007823
VulpesVulpes,-128.25,60.250007823
VulpesVulpes,-126.75,60.250007823
VulpesVulpes,-125.25,60.250007823
VulpesVulpes,-123.75,60.250007823
VulpesVulpes,-122.25,60.250007823
VulpesVulpes,-120.75,60.250007823
VulpesVulpes,-119.25,60.250007823
VulpesVulpes,-117.75,60.250007823
VulpesVulpes,-116.25,60.250007823
VulpesVulpes,-114.75,60.250007823
VulpesVulpes,-113.25,60.250007823
VulpesVulpes,-111.75,60.250007823
VulpesVulpes,-110.25,60.250007823
VulpesVulpes,-108.75,60.250007823
VulpesVulpes,-107.25,60.250007823
VulpesVulpes,-105.75,60.250007823
VulpesVulpes,-104.25,60.250007823
VulpesVulpes,-102.75,60.250007823
VulpesVulpes,-101.25,60.250007823
VulpesVulpes,-99.75,60.250007823
VulpesVulpes,-98.25,60.250007823
VulpesVulpes,-96.75,60.250007823
VulpesVulpes,-95.25,60.250007823
VulpesVulpes,-77.25,60.250007823
VulpesVulpes,-75.75,60.250007823
VulpesVulpes,-74.25,60.250007823
VulpesVulpes,-72.75,60.250007823
VulpesVulpes,-71.25,60.250007823
VulpesVulpes,-69.75,60.250007823
VulpesVulpes,-65.25,60.250007823
VulpesVulpes,5.25,60.250007823
VulpesVulpes,6.75,60.250007823
VulpesVulpes,8.25,60.250007823
VulpesVulpes,9.75,60.250007823
VulpesVulpes,11.25,60.250007823
VulpesVulpes,12.75,60.250007823
VulpesVulpes,14.25,60.250007823
VulpesVulpes,15.75,60.250007823
VulpesVulpes,17.25,60.250007823
VulpesVulpes,18.75,60.250007823
VulpesVulpes,21.75,60.250007823
VulpesVulpes,23.25,60.250007823
VulpesVulpes,24.75,60.250007823
VulpesVulpes,26.25,60.250007823
VulpesVulpes,27.75,60.250007823
VulpesVulpes,29.25,60.250007823
VulpesVulpes,30.75,60.250007823
VulpesVulpes,32.25,60.250007823
VulpesVulpes,33.75,60.250007823
VulpesVulpes,35.25,60.250007823
VulpesVulpes,36.75,60.250007823
VulpesVulpes,38.25,60.250007823
VulpesVulpes,39.75,60.250007823
VulpesVulpes,41.25,60.250007823
VulpesVulpes,42.75,60.250007823
VulpesVulpes,44.25,60.250007823
VulpesVulpes,45.75,60.250007823
VulpesVulpes,47.25,60.250007823
VulpesVulpes,48.75,60.250007823
VulpesVulpes,50.25,60.250007823
VulpesVulpes,51.75,60.250007823
VulpesVulpes,53.25,60.250007823
VulpesVulpes,54.75,60.250007823
VulpesVulpes,56.25,60.250007823
VulpesVulpes,57.75,60.250007823
VulpesVulpes,59.25,60.250007823
VulpesVulpes,60.75,60.250007823
VulpesVulpes,62.25,60.250007823
VulpesVulpes,63.75,60.250007823
VulpesVulpes,65.25,60.250007823
VulpesVulpes,66.75,60.250007823
VulpesVulpes,68.25,60.250007823
VulpesVulpes,69.75,60.250007823
VulpesVulpes,71.25,60.250007823
VulpesVulpes,72.75,60.250007823
VulpesVulpes,74.25,60.250007823
VulpesVulpes,75.75,60.250007823
VulpesVulpes,77.25,60.250007823
VulpesVulpes,78.75,60.250007823
VulpesVulpes,80.25,60.250007823
VulpesVulpes,81.75,60.250007823
VulpesVulpes,83.25,60.250007823
VulpesVulpes,84.75,60.250007823
VulpesVulpes,86.25,60.250007823
VulpesVulpes,87.75,60.250007823
VulpesVulpes,89.25,60.250007823
VulpesVulpes,90.75,60.250007823
VulpesVulpes,92.25,60.250007823
VulpesVulpes,93.75,60.250007823
VulpesVulpes,95.25,60.250007823
VulpesVulpes,96.75,60.250007823
VulpesVulpes,98.25,60.250007823
VulpesVulpes,99.75,60.250007823
VulpesVulpes,101.25,60.250007823
VulpesVulpes,102.75,60.250007823
VulpesVulpes,104.25,60.250007823
VulpesVulpes,105.75,60.250007823
VulpesVulpes,107.25,60.250007823
VulpesVulpes,108.75,60.250007823
VulpesVulpes,110.25,60.250007823
VulpesVulpes,111.75,60.250007823
VulpesVulpes,113.25,60.250007823
VulpesVulpes,114.75,60.250007823
VulpesVulpes,116.25,60.250007823
VulpesVulpes,117.75,60.250007823
VulpesVulpes,119.25,60.250007823
VulpesVulpes,120.75,60.250007823
VulpesVulpes,122.25,60.250007823
VulpesVulpes,123.75,60.250007823
VulpesVulpes,125.25,60.250007823
VulpesVulpes,126.75,60.250007823
VulpesVulpes,128.25,60.250007823
VulpesVulpes,129.75,60.250007823
VulpesVulpes,131.25,60.250007823
VulpesVulpes,132.75,60.250007823
VulpesVulpes,134.25,60.250007823
VulpesVulpes,135.75,60.250007823
VulpesVulpes,137.25,60.250007823
VulpesVulpes,138.75,60.250007823
VulpesVulpes,140.25,60.250007823
VulpesVulpes,141.75,60.250007823
VulpesVulpes,143.25,60.250007823
VulpesVulpes,144.75,60.250007823
VulpesVulpes,146.25,60.250007823
VulpesVulpes,147.75,60.250007823
VulpesVulpes,149.25,60.250007823
VulpesVulpes,150.75,60.250007823
VulpesVulpes,152.25,60.250007823
VulpesVulpes,153.75,60.250007823
VulpesVulpes,155.25,60.250007823
VulpesVulpes,161.25,60.250007823
VulpesVulpes,162.75,60.250007823
VulpesVulpes,164.25,60.250007823
VulpesVulpes,165.75,60.250007823
VulpesVulpes,167.25,60.250007823
VulpesVulpes,168.75,60.250007823
VulpesVulpes,170.25,60.250007823
VulpesVulpes,171.75,60.250007823
VulpesVulpes,-161.25,58.750007823
VulpesVulpes,-159.75,58.750007823
VulpesVulpes,-158.25,58.750007823
VulpesVulpes,-156.75,58.750007823
VulpesVulpes,-155.25,58.750007823
VulpesVulpes,-153.75,58.750007823
VulpesVulpes,-152.25,58.750007823
VulpesVulpes,-150.75,58.750007823
VulpesVulpes,-138.75,58.750007823
VulpesVulpes,-137.25,58.750007823
VulpesVulpes,-135.75,58.750007823
VulpesVulpes,-134.25,58.750007823
VulpesVulpes,-132.75,58.750007823
VulpesVulpes,-131.25,58.750007823
VulpesVulpes,-129.75,58.750007823
VulpesVulpes,-128.25,58.750007823
VulpesVulpes,-126.75,58.750007823
VulpesVulpes,-125.25,58.750007823
VulpesVulpes,-123.75,58.750007823
VulpesVulpes,-122.25,58.750007823
VulpesVulpes,-120.75,58.750007823
VulpesVulpes,-119.25,58.750007823
VulpesVulpes,-117.75,58.750007823
VulpesVulpes,-116.25,58.750007823
VulpesVulpes,-114.75,58.750007823
VulpesVulpes,-113.25,58.750007823
VulpesVulpes,-111.75,58.750007823
VulpesVulpes,-110.25,58.750007823
VulpesVulpes,-108.75,58.750007823
VulpesVulpes,-107.25,58.750007823
VulpesVulpes,-105.75,58.750007823
VulpesVulpes,-104.25,58.750007823
VulpesVulpes,-102.75,58.750007823
VulpesVulpes,-101.25,58.750007823
VulpesVulpes,-99.75,58.750007823
VulpesVulpes,-98.25,58.750007823
VulpesVulpes,-96.75,58.750007823
VulpesVulpes,-95.25,58.750007823
VulpesVulpes,-93.75,58.750007823
VulpesVulpes,-78.75,58.750007823
VulpesVulpes,-77.25,58.750007823
VulpesVulpes,-75.75,58.750007823
VulpesVulpes,-74.25,58.750007823
VulpesVulpes,-72.75,58.750007823
VulpesVulpes,-71.25,58.750007823
VulpesVulpes,-69.75,58.750007823
VulpesVulpes,-68.25,58.750007823
VulpesVulpes,-66.75,58.750007823
VulpesVulpes,-65.25,58.750007823
VulpesVulpes,-63.75,58.750007823
VulpesVulpes,-5.25,58.750007823
VulpesVulpes,-3.75,58.750007823
VulpesVulpes,5.25,58.750007823
VulpesVulpes,6.75,58.750007823
VulpesVulpes,8.25,58.750007823
VulpesVulpes,9.75,58.750007823
VulpesVulpes,11.25,58.750007823
VulpesVulpes,12.75,58.750007823
VulpesVulpes,14.25,58.750007823
VulpesVulpes,15.75,58.750007823
VulpesVulpes,17.25,58.750007823
VulpesVulpes,18.75,58.750007823
VulpesVulpes,24.75,58.750007823
VulpesVulpes,26.25,58.750007823
VulpesVulpes,27.75,58.750007823
VulpesVulpes,29.25,58.750007823
VulpesVulpes,30.75,58.750007823
VulpesVulpes,32.25,58.750007823
VulpesVulpes,33.75,58.750007823
VulpesVulpes,35.25,58.750007823
VulpesVulpes,36.75,58.750007823
VulpesVulpes,38.25,58.750007823
VulpesVulpes,39.75,58.750007823
VulpesVulpes,41.25,58.750007823
VulpesVulpes,42.75,58.750007823
VulpesVulpes,44.25,58.750007823
VulpesVulpes,45.75,58.750007823
VulpesVulpes,47.25,58.750007823
VulpesVulpes,48.75,58.750007823
VulpesVulpes,50.25,58.750007823
VulpesVulpes,51.75,58.750007823
VulpesVulpes,53.25,58.750007823
VulpesVulpes,54.75,58.750007823
VulpesVulpes,56.25,58.750007823
VulpesVulpes,57.75,58.750007823
VulpesVulpes,59.25,58.750007823
VulpesVulpes,60.75,58.750007823
VulpesVulpes,62.25,58.750007823
VulpesVulpes,63.75,58.750007823
VulpesVulpes,65.25,58.750007823
VulpesVulpes,66.75,58.750007823
VulpesVulpes,68.25,58.750007823
VulpesVulpes,69.75,58.750007823
VulpesVulpes,71.25,58.750007823
VulpesVulpes,72.75,58.750007823
VulpesVulpes,74.25,58.750007823
VulpesVulpes,75.75,58.750007823
VulpesVulpes,77.25,58.750007823
VulpesVulpes,78.75,58.750007823
VulpesVulpes,80.25,58.750007823
VulpesVulpes,81.75,58.750007823
VulpesVulpes,83.25,58.750007823
VulpesVulpes,84.75,58.750007823
VulpesVulpes,86.25,58.750007823
VulpesVulpes,87.75,58.750007823
VulpesVulpes,89.25,58.750007823
VulpesVulpes,90.75,58.750007823
VulpesVulpes,92.25,58.750007823
VulpesVulpes,93.75,58.750007823
VulpesVulpes,95.25,58.750007823
VulpesVulpes,96.75,58.750007823
VulpesVulpes,98.25,58.750007823
VulpesVulpes,99.75,58.750007823
VulpesVulpes,101.25,58.750007823
VulpesVulpes,102.75,58.750007823
VulpesVulpes,104.25,58.750007823
VulpesVulpes,105.75,58.750007823
VulpesVulpes,107.25,58.750007823
VulpesVulpes,108.75,58.750007823
VulpesVulpes,110.25,58.750007823
VulpesVulpes,111.75,58.750007823
